# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 877000      1.50e-02    2.46e-02      2.97e-04    1.12e-04      1.39e-02    2.32e-02    1.3e-07
 877200      2.70e-02    2.17e-02      2.57e-04    1.95e-04      2.53e-02    2.04e-02    1.3e-07
 877400      3.24e-02    2.41e-02      4.55e-04    2.51e-04      3.02e-02    2.26e-02    1.3e-07
 877600      2.21e-02    2.21e-02      1.90e-04    7.38e-05      2.08e-02    2.08e-02    1.3e-07
 877800      2.25e-02    2.38e-02      1.79e-04    3.11e-04      2.12e-02    2.23e-02    1.3e-07
 878000      1.09e-02    2.99e-02      6.01e-04    1.60e-05      8.56e-03    2.82e-02    1.3e-07
 878200      3.03e-02    2.75e-02      3.30e-05    3.40e-04      2.85e-02    2.57e-02    1.3e-07
 878400      1.78e-02    2.61e-02      1.46e-04    2.39e-04      1.67e-02    2.45e-02    1.3e-07
 878600      2.51e-02    1.67e-02      2.00e-04    1.06e-04      2.35e-02    1.57e-02    1.3e-07
 878800      1.98e-02    2.63e-02      2.79e-04    2.24e-05      1.85e-02    2.48e-02    1.3e-07
 879000      1.04e-02    1.45e-02      5.55e-04    2.02e-04      8.32e-03    1.35e-02    1.3e-07
 879200      1.42e-02    2.54e-02      6.86e-05    2.01e-05      1.34e-02    2.40e-02    1.3e-07
 879400      2.01e-02    1.89e-02      3.63e-04    2.13e-05      1.87e-02    1.78e-02    1.3e-07
 879600      2.22e-02    3.16e-02      4.99e-05    2.19e-04      2.09e-02    2.97e-02    1.3e-07
 879800      1.86e-02    3.29e-02      6.66e-05    1.85e-04      1.75e-02    3.10e-02    1.3e-07
 880000      2.88e-02    2.78e-02      2.74e-04    6.48e-04      2.71e-02    2.56e-02    1.2e-07
 880200      1.92e-02    1.00e-02      4.21e-05    4.01e-05      1.81e-02    9.48e-03    1.2e-07
 880400      2.18e-02    2.59e-02      1.63e-04    1.20e-04      2.05e-02    2.45e-02    1.2e-07
 880600      3.65e-02    2.73e-02      3.26e-04    4.49e-04      3.43e-02    2.54e-02    1.2e-07
 880800      3.69e-02    2.49e-02      2.53e-04    5.20e-04      3.48e-02    2.30e-02    1.2e-07
 881000      3.32e-02    2.52e-02      2.20e-04    9.70e-05      3.13e-02    2.38e-02    1.2e-07
 881200      1.72e-02    2.19e-02      1.36e-04    2.38e-04      1.62e-02    2.06e-02    1.2e-07
 881400      1.12e-02    2.86e-02      7.48e-04    3.42e-04      7.98e-03    2.68e-02    1.2e-07
 881600      1.98e-02    2.14e-02      2.59e-04    2.11e-04      1.86e-02    2.01e-02    1.2e-07
 881800      2.43e-02    2.45e-02      8.57e-05    5.48e-04      2.29e-02    2.26e-02    1.2e-07
 882000      1.84e-02    2.77e-02      1.77e-04    1.02e-04      1.73e-02    2.62e-02    1.2e-07
 882200      1.74e-02    2.19e-02      3.26e-04    5.39e-04      1.62e-02    2.00e-02    1.2e-07
 882400      2.52e-02    2.09e-02      3.42e-04    2.97e-04      2.36e-02    1.96e-02    1.2e-07
 882600      2.43e-02    2.79e-02      2.12e-04    4.78e-04      2.28e-02    2.60e-02    1.2e-07
 882800      2.23e-02    1.87e-02      2.09e-04    2.02e-05      2.10e-02    1.76e-02    1.2e-07
 883000      2.75e-02    2.32e-02      8.70e-05    5.91e-05      2.60e-02    2.19e-02    1.2e-07
 883200      2.02e-02    2.24e-02      3.11e-04    6.03e-04      1.89e-02    2.04e-02    1.2e-07
 883400      3.16e-02    2.52e-02      1.47e-04    2.94e-04      2.99e-02    2.37e-02    1.2e-07
 883600      2.54e-02    2.43e-02      8.85e-05    2.15e-04      2.39e-02    2.28e-02    1.2e-07
 883800      2.48e-02    2.78e-02      6.67e-05    1.04e-04      2.34e-02    2.63e-02    1.2e-07
 884000      3.15e-02    2.48e-02      8.50e-05    1.69e-04      2.97e-02    2.34e-02    1.2e-07
 884200      2.19e-02    1.98e-02      2.35e-04    4.50e-04      2.06e-02    1.82e-02    1.2e-07
 884400      1.98e-02    2.34e-02      2.11e-04    4.44e-04      1.86e-02    2.17e-02    1.2e-07
 884600      2.17e-02    1.87e-02      1.35e-04    2.13e-04      2.04e-02    1.76e-02    1.2e-07
 884800      2.12e-02    1.89e-02      4.42e-04    4.13e-04      1.96e-02    1.75e-02    1.2e-07
 885000      2.86e-02    1.33e-02      1.69e-04    2.02e-05      2.70e-02    1.26e-02    1.1e-07
 885200      1.87e-02    2.40e-02      6.84e-05    2.46e-04      1.77e-02    2.26e-02    1.1e-07
 885400      3.01e-02    3.08e-02      5.89e-04    1.85e-04      2.80e-02    2.91e-02    1.1e-07
 885600      1.37e-02    2.00e-02      4.27e-06    5.08e-04      1.30e-02    1.83e-02    1.1e-07
 885800      2.53e-02    3.03e-02      1.64e-04    6.87e-05      2.39e-02    2.87e-02    1.1e-07
 886000      2.38e-02    2.18e-02      2.73e-04    1.13e-05      2.24e-02    2.06e-02    1.1e-07
 886200      1.80e-02    2.18e-02      3.48e-04    4.29e-04      1.68e-02    2.03e-02    1.1e-07
 886400      1.17e-02    1.68e-02      3.92e-04    2.49e-04      1.04e-02    1.57e-02    1.1e-07
 886600      2.55e-02    1.84e-02      7.34e-05    5.58e-04      2.42e-02    1.66e-02    1.1e-07
 886800      1.94e-02    2.55e-02      8.13e-05    2.99e-04      1.84e-02    2.40e-02    1.1e-07
 887000      2.18e-02    1.67e-02      1.44e-04    2.21e-04      2.06e-02    1.57e-02    1.1e-07
 887200      2.13e-02    2.15e-02      5.94e-05    2.52e-04      2.01e-02    2.02e-02    1.1e-07
 887400      1.56e-02    1.87e-02      5.64e-05    3.10e-05      1.48e-02    1.77e-02    1.1e-07
 887600      3.09e-02    2.43e-02      2.30e-04    2.78e-05      2.92e-02    2.30e-02    1.1e-07
 887800      2.81e-02    2.41e-02      2.29e-04    6.63e-05      2.65e-02    2.28e-02    1.1e-07
 888000      3.35e-02    2.23e-02      3.69e-04    1.40e-04      3.15e-02    2.11e-02    1.1e-07
 888200      1.81e-02    2.14e-02      7.37e-05    4.12e-04      1.72e-02    1.99e-02    1.1e-07
 888400      2.41e-02    2.24e-02      1.54e-04    2.01e-04      2.28e-02    2.11e-02    1.1e-07
 888600      2.96e-02    2.37e-02      2.76e-04    6.61e-05      2.79e-02    2.24e-02    1.1e-07
 888800      1.60e-02    3.11e-02      2.04e-04    1.36e-04      1.50e-02    2.94e-02    1.1e-07
 889000      2.01e-02    1.87e-02      4.72e-05    2.89e-04      1.90e-02    1.75e-02    1.1e-07
 889200      2.07e-02    2.64e-02      1.08e-04    3.95e-04      1.96e-02    2.48e-02    1.1e-07
 889400      1.76e-02    1.80e-02      6.56e-04    1.16e-04      1.55e-02    1.70e-02    1.1e-07
 889600      2.27e-02    3.10e-02      4.27e-04    4.93e-04      2.12e-02    2.90e-02    1.1e-07
 889800      1.89e-02    2.93e-02      1.81e-04    1.93e-06      1.78e-02    2.78e-02    1.1e-07
 890000      2.46e-02    1.53e-02      7.34e-05    1.57e-04      2.34e-02    1.44e-02    1.1e-07
 890200      2.59e-02    3.06e-02      6.83e-05    2.99e-04      2.46e-02    2.89e-02    1.1e-07
 890400      1.59e-02    1.16e-02      6.00e-05    8.33e-05      1.51e-02    1.09e-02    1.1e-07
 890600      1.29e-02    3.21e-02      7.87e-04    6.74e-04      9.74e-03    2.98e-02    1.1e-07
 890800      2.03e-02    2.56e-02      2.52e-04    3.72e-05      1.92e-02    2.43e-02    1.1e-07
 891000      2.35e-02    3.35e-02      4.31e-04    6.15e-04      2.20e-02    3.13e-02    1.1e-07
 891200      2.85e-02    2.07e-02      1.26e-04    2.51e-04      2.71e-02    1.95e-02    1.1e-07
 891400      2.59e-02    1.30e-02      8.41e-06    1.27e-04      2.46e-02    1.23e-02    1.1e-07
 891600      2.16e-02    3.14e-02      4.37e-04    4.32e-05      2.01e-02    2.98e-02    1.1e-07
 891800      2.15e-02    2.25e-02      1.20e-04    5.08e-05      2.04e-02    2.14e-02    1.1e-07
 892000      2.48e-02    2.78e-02      9.48e-05    2.03e-04      2.36e-02    2.64e-02    1.1e-07
 892200      2.08e-02    2.58e-02      1.86e-04    1.10e-04      1.97e-02    2.45e-02    1.1e-07
 892400      1.92e-02    1.71e-02      4.22e-05    2.76e-04      1.82e-02    1.60e-02    1.1e-07
 892600      3.71e-02    2.77e-02      1.58e-04    1.81e-04      3.52e-02    2.62e-02    1.1e-07
 892800      2.66e-02    1.74e-02      6.32e-04    7.01e-05      2.45e-02    1.65e-02    1.1e-07
 893000      1.98e-02    1.33e-02      1.34e-04    3.48e-04      1.88e-02    1.22e-02    1.1e-07
 893200      2.67e-02    1.61e-02      5.17e-04    5.71e-05      2.49e-02    1.52e-02    1.1e-07
 893400      2.36e-02    2.55e-02      2.06e-04    3.50e-04      2.23e-02    2.40e-02    1.1e-07
 893600      2.25e-02    3.16e-02      1.27e-04    1.36e-04      2.13e-02    3.00e-02    1.1e-07
 893800      3.68e-02    2.18e-02      4.17e-04    2.62e-04      3.48e-02    2.06e-02    1.1e-07
 894000      2.24e-02    2.09e-02      1.80e-04    2.30e-04      2.12e-02    1.97e-02    1.1e-07
 894200      1.91e-02    2.15e-02      1.09e-04    4.77e-04      1.81e-02    2.00e-02    1.1e-07
 894400      1.84e-02    1.75e-02      3.08e-04    3.87e-04      1.72e-02    1.62e-02    1.1e-07
 894600      2.40e-02    2.59e-02      2.76e-04    3.44e-04      2.27e-02    2.44e-02    1.1e-07
 894800      2.07e-02    2.26e-02      1.72e-04    1.20e-04      1.96e-02    2.14e-02    1.1e-07
 895000      2.88e-02    2.16e-02      2.79e-04    4.71e-04      2.73e-02    2.01e-02    1.0e-07
 895200      2.52e-02    3.38e-02      3.41e-05    8.23e-05      2.40e-02    3.22e-02    1.0e-07
 895400      2.12e-02    1.54e-02      2.30e-04    1.52e-04      2.00e-02    1.46e-02    1.0e-07
 895600      2.38e-02    3.29e-02      1.52e-04    7.82e-04      2.26e-02    3.05e-02    1.0e-07
 895800      2.69e-02    2.31e-02      6.96e-04    2.97e-04      2.48e-02    2.19e-02    1.0e-07
 896000      2.56e-02    1.87e-02      3.66e-05    1.75e-04      2.44e-02    1.77e-02    1.0e-07
 896200      1.53e-02    1.68e-02      2.79e-04    2.07e-04      1.43e-02    1.59e-02    1.0e-07
 896400      2.38e-02    1.39e-02      6.84e-05    3.35e-04      2.27e-02    1.29e-02    1.0e-07
 896600      2.61e-02    2.35e-02      7.67e-05    3.53e-04      2.48e-02    2.21e-02    1.0e-07
 896800      2.00e-02    1.79e-02      3.09e-05    3.66e-04      1.91e-02    1.67e-02    1.0e-07
 897000      1.86e-02    2.59e-02      2.52e-06    1.53e-04      1.77e-02    2.46e-02    1.0e-07
 897200      1.95e-02    2.79e-02      8.86e-05    1.34e-04      1.86e-02    2.65e-02    1.0e-07
 897400      3.23e-02    2.42e-02      1.66e-05    2.75e-04      3.07e-02    2.29e-02    1.0e-07
 897600      2.15e-02    2.35e-02      6.01e-05    1.04e-05      2.05e-02    2.24e-02    1.0e-07
 897800      2.78e-02    2.11e-02      6.36e-04    4.31e-04      2.58e-02    1.97e-02    1.0e-07
 898000      2.12e-02    1.99e-02      3.19e-04    4.58e-05      1.99e-02    1.90e-02    1.0e-07
 898200      2.90e-02    2.37e-02      5.71e-05    8.55e-05      2.76e-02    2.25e-02    1.0e-07
 898400      2.13e-02    1.65e-02      4.10e-05    2.75e-05      2.03e-02    1.57e-02    1.0e-07
 898600      2.15e-02    2.43e-02      3.38e-04    1.81e-04      2.02e-02    2.31e-02    1.0e-07
 898800      3.09e-02    2.37e-02      5.18e-05    1.32e-04      2.94e-02    2.26e-02    1.0e-07
 899000      2.53e-02    1.88e-02      7.12e-05    5.96e-05      2.41e-02    1.79e-02    1.0e-07
 899200      2.33e-02    3.30e-02      1.47e-04    5.14e-04      2.22e-02    3.11e-02    1.0e-07
 899400      3.21e-02    3.11e-02      1.36e-04    1.58e-04      3.05e-02    2.96e-02    1.0e-07
 899600      1.71e-02    2.23e-02      1.68e-04    3.69e-04      1.62e-02    2.10e-02    1.0e-07
 899800      1.79e-02    1.87e-02      3.77e-06    3.04e-05      1.71e-02    1.78e-02    1.0e-07
 900000      2.51e-02    1.95e-02      2.69e-04    4.66e-04      2.38e-02    1.81e-02    9.8e-08
 900200      1.46e-02    2.11e-02      3.89e-04    2.95e-04      1.35e-02    2.00e-02    9.8e-08
 900400      1.12e-02    1.78e-02      3.92e-04    1.05e-04      1.00e-02    1.70e-02    9.8e-08
 900600      2.66e-02    2.17e-02      1.55e-04    2.04e-04      2.53e-02    2.06e-02    9.8e-08
 900800      2.27e-02    2.40e-02      1.69e-04    7.62e-05      2.16e-02    2.29e-02    9.8e-08
 901000      2.58e-02    1.81e-02      8.05e-05    4.54e-04      2.46e-02    1.68e-02    9.8e-08
 901200      2.03e-02    2.44e-02      2.50e-04    1.80e-04      1.92e-02    2.32e-02    9.8e-08
 901400      1.14e-02    2.20e-02      5.51e-04    1.44e-04      9.55e-03    2.10e-02    9.8e-08
 901600      2.29e-02    1.26e-02      1.80e-05    1.61e-04      2.19e-02    1.19e-02    9.8e-08
 901800      1.83e-02    2.02e-02      1.48e-04    3.60e-04      1.74e-02    1.90e-02    9.8e-08
 902000      1.98e-02    2.97e-02      9.66e-06    3.86e-04      1.89e-02    2.81e-02    9.8e-08
 902200      2.34e-02    1.89e-02      4.51e-04    1.00e-04      2.20e-02    1.80e-02    9.8e-08
 902400      1.41e-02    2.02e-02      5.57e-05    4.74e-04      1.34e-02    1.88e-02    9.8e-08
 902600      2.65e-02    2.28e-02      6.96e-04    1.80e-05      2.44e-02    2.18e-02    9.8e-08
 902800      2.45e-02    2.23e-02      1.19e-04    3.20e-04      2.34e-02    2.11e-02    9.8e-08
 903000      2.14e-02    2.51e-02      1.88e-04    1.96e-04      2.03e-02    2.39e-02    9.8e-08
 903200      1.66e-02    1.94e-02      4.59e-04    2.58e-04      1.52e-02    1.84e-02    9.8e-08
 903400      2.19e-02    2.16e-02      2.53e-04    3.15e-04      2.07e-02    2.04e-02    9.8e-08
 903600      1.57e-02    3.06e-02      9.47e-05    3.87e-04      1.50e-02    2.90e-02    9.8e-08
 903800      1.77e-02    1.68e-02      3.07e-04    1.38e-04      1.67e-02    1.60e-02    9.8e-08
 904000      1.93e-02    2.09e-02      2.38e-04    1.48e-04      1.82e-02    1.99e-02    9.8e-08
 904200      2.67e-02    2.07e-02      1.18e-04    1.60e-04      2.55e-02    1.97e-02    9.8e-08
 904400      1.26e-02    2.65e-02      1.79e-05    2.32e-04      1.20e-02    2.52e-02    9.8e-08
 904600      2.21e-02    2.24e-02      2.66e-04    1.03e-04      2.10e-02    2.14e-02    9.8e-08
 904800      2.77e-02    2.17e-02      5.23e-04    2.04e-04      2.60e-02    2.06e-02    9.8e-08
 905000      1.83e-02    2.52e-02      1.25e-04    2.27e-04      1.75e-02    2.40e-02    9.3e-08
 905200      1.56e-02    3.18e-02      1.65e-05    5.21e-04      1.49e-02    3.00e-02    9.3e-08
 905400      2.73e-02    1.94e-02      8.28e-04    2.08e-04      2.49e-02    1.84e-02    9.3e-08
 905600      2.63e-02    1.88e-02      4.42e-05    1.38e-04      2.51e-02    1.79e-02    9.3e-08
 905800      2.27e-02    2.31e-02      5.16e-04    3.21e-04      2.12e-02    2.19e-02    9.3e-08
 906000      1.84e-02    2.32e-02      3.57e-04    2.41e-04      1.73e-02    2.21e-02    9.3e-08
 906200      2.38e-02    1.74e-02      2.31e-04    3.49e-04      2.27e-02    1.63e-02    9.3e-08
 906400      2.28e-02    1.52e-02      1.43e-04    2.23e-04      2.18e-02    1.44e-02    9.3e-08
 906600      2.64e-02    2.80e-02      1.03e-04    2.79e-04      2.53e-02    2.66e-02    9.3e-08
 906800      2.64e-02    2.08e-02      3.98e-04    3.80e-04      2.50e-02    1.96e-02    9.3e-08
 907000      9.69e-03    2.33e-02      5.40e-04    3.00e-04      7.74e-03    2.21e-02    9.3e-08
 907200      2.53e-02    2.06e-02      2.47e-05    8.47e-05      2.42e-02    1.97e-02    9.3e-08
 907400      2.26e-02    2.53e-02      5.25e-05    1.96e-04      2.16e-02    2.42e-02    9.3e-08
 907600      1.88e-02    2.20e-02      2.26e-04    1.83e-05      1.78e-02    2.10e-02    9.3e-08
 907800      2.03e-02    2.41e-02      8.48e-06    2.65e-04      1.94e-02    2.29e-02    9.3e-08
 908000      2.98e-02    2.47e-02      8.92e-05    7.97e-05      2.85e-02    2.36e-02    9.3e-08
 908200      1.85e-02    2.45e-02      3.97e-05    2.78e-04      1.77e-02    2.33e-02    9.3e-08
 908400      1.68e-02    2.96e-02      9.19e-05    1.75e-04      1.60e-02    2.83e-02    9.3e-08
 908600      2.02e-02    2.40e-02      4.83e-05    1.94e-04      1.93e-02    2.29e-02    9.3e-08
 908800      2.27e-02    2.34e-02      2.95e-04    3.04e-04      2.15e-02    2.22e-02    9.3e-08
 909000      2.70e-02    2.01e-02      1.71e-04    3.78e-04      2.57e-02    1.89e-02    9.3e-08
 909200      2.16e-02    1.46e-02      7.66e-05    2.53e-04      2.07e-02    1.38e-02    9.3e-08
 909400      2.95e-02    2.08e-02      2.32e-04    4.97e-05      2.81e-02    1.99e-02    9.3e-08
 909600      2.17e-02    1.74e-02      2.40e-04    2.98e-04      2.06e-02    1.64e-02    9.3e-08
 909800      1.91e-02    2.40e-02      5.96e-04    1.35e-05      1.74e-02    2.30e-02    9.3e-08
 910000      1.52e-02    2.88e-02      2.80e-05    1.33e-04      1.46e-02    2.76e-02    8.8e-08
 910200      2.64e-02    2.59e-02      3.32e-04    1.01e-04      2.51e-02    2.48e-02    8.8e-08
 910400      1.91e-02    2.34e-02      1.21e-05    1.93e-04      1.83e-02    2.24e-02    8.8e-08
 910600      2.82e-02    2.65e-02      5.87e-05    2.80e-04      2.71e-02    2.52e-02    8.8e-08
 910800      2.00e-02    1.80e-02      2.56e-04    1.25e-04      1.90e-02    1.72e-02    8.8e-08
 911000      2.20e-02    2.57e-02      3.95e-04    3.44e-04      2.08e-02    2.44e-02    8.8e-08
 911200      1.27e-02    2.27e-02      4.79e-04    1.02e-04      1.13e-02    2.17e-02    8.8e-08
 911400      2.71e-02    1.80e-02      1.74e-04    9.03e-05      2.59e-02    1.72e-02    8.8e-08
 911600      2.69e-02    2.25e-02      2.34e-04    2.06e-04      2.57e-02    2.15e-02    8.8e-08
 911800      2.04e-02    3.74e-02      2.39e-04    3.35e-04      1.95e-02    3.57e-02    8.8e-08
 912000      2.77e-02    2.43e-02      3.03e-04    1.11e-04      2.64e-02    2.33e-02    8.8e-08
 912200      2.03e-02    2.25e-02      1.20e-04    5.85e-05      1.95e-02    2.15e-02    8.8e-08
 912400      2.08e-02    2.05e-02      1.64e-04    1.77e-04      1.99e-02    1.95e-02    8.8e-08
 912600      2.52e-02    2.26e-02      6.36e-05    8.01e-05      2.41e-02    2.16e-02    8.8e-08
 912800      2.00e-02    1.79e-02      5.29e-07    7.95e-05      1.92e-02    1.71e-02    8.8e-08
 913000      1.70e-02    2.39e-02      6.82e-05    1.43e-04      1.62e-02    2.29e-02    8.8e-08
 913200      1.43e-02    1.03e-02      1.46e-04    4.20e-04      1.36e-02    9.08e-03    8.8e-08
 913400      1.60e-02    2.21e-02      4.68e-04    4.72e-04      1.47e-02    2.07e-02    8.8e-08
 913600      2.87e-02    2.98e-02      2.24e-04    5.84e-04      2.75e-02    2.81e-02    8.8e-08
 913800      2.40e-02    2.69e-02      7.55e-05    1.71e-04      2.30e-02    2.58e-02    8.8e-08
 914000      1.67e-02    1.70e-02      3.34e-04    8.56e-05      1.57e-02    1.63e-02    8.8e-08
 914200      1.88e-02    2.21e-02      5.42e-04    8.30e-05      1.73e-02    2.12e-02    8.8e-08
 914400      1.97e-02    1.02e-02      4.96e-05    1.71e-04      1.89e-02    9.65e-03    8.8e-08
 914600      2.13e-02    1.92e-02      1.66e-04    4.23e-04      2.04e-02    1.80e-02    8.8e-08
 914800      2.60e-02    2.42e-02      1.44e-04    2.97e-04      2.49e-02    2.30e-02    8.8e-08
 915000      2.43e-02    1.99e-02      5.61e-04    4.63e-05      2.28e-02    1.92e-02    8.4e-08
 915200      1.88e-02    2.26e-02      2.44e-04    1.06e-04      1.80e-02    2.17e-02    8.4e-08
 915400      1.88e-02    2.08e-02      1.77e-04    2.79e-04      1.80e-02    1.98e-02    8.4e-08
 915600      2.94e-02    2.40e-02      1.57e-04    2.03e-04      2.82e-02    2.29e-02    8.4e-08
 915800      1.42e-02    2.40e-02      2.47e-04    2.57e-05      1.34e-02    2.30e-02    8.4e-08
 916000      3.72e-02    2.01e-02      3.17e-05    3.11e-04      3.57e-02    1.91e-02    8.4e-08
 916200      1.01e-02    1.65e-02      3.85e-04    1.41e-04      8.97e-03    1.58e-02    8.4e-08
 916400      1.86e-02    2.04e-02      3.47e-04    3.55e-04      1.76e-02    1.93e-02    8.4e-08
 916600      2.33e-02    1.62e-02      9.24e-05    1.91e-04      2.24e-02    1.54e-02    8.4e-08
 916800      1.74e-02    2.17e-02      2.22e-04    1.53e-04      1.66e-02    2.08e-02    8.4e-08
 917000      2.41e-02    2.12e-02      1.38e-04    1.51e-04      2.31e-02    2.04e-02    8.4e-08
 917200      1.95e-02    2.18e-02      1.98e-04    3.62e-04      1.86e-02    2.06e-02    8.4e-08
 917400      1.96e-02    1.80e-02      5.06e-05    6.78e-05      1.88e-02    1.73e-02    8.4e-08
 917600      2.07e-02    1.87e-02      3.23e-04    9.15e-05      1.96e-02    1.80e-02    8.4e-08
 917800      2.20e-02    3.04e-02      4.05e-04    4.44e-05      2.08e-02    2.92e-02    8.4e-08
 918000      4.18e-02    1.90e-02      8.18e-04    3.75e-04      3.94e-02    1.79e-02    8.4e-08
 918200      1.12e-02    1.91e-02      4.91e-04    1.70e-05      9.64e-03    1.83e-02    8.4e-08
 918400      2.13e-02    3.27e-02      1.72e-04    2.73e-04      2.04e-02    3.13e-02    8.4e-08
 918600      2.42e-02    2.18e-02      2.41e-04    4.04e-04      2.31e-02    2.06e-02    8.4e-08
 918800      2.34e-02    2.53e-02      3.63e-04    2.43e-05      2.22e-02    2.43e-02    8.4e-08
 919000      9.67e-03    2.06e-02      1.42e-04    3.24e-04      9.19e-03    1.96e-02    8.4e-08
 919200      2.66e-02    1.71e-02      2.71e-04    1.35e-04      2.54e-02    1.63e-02    8.4e-08
 919400      2.12e-02    2.11e-02      4.52e-04    8.22e-05      1.99e-02    2.02e-02    8.4e-08
 919600      1.99e-02    2.95e-02      4.47e-04    3.59e-04      1.86e-02    2.81e-02    8.4e-08
 919800      2.03e-02    2.74e-02      3.85e-04    2.30e-04      1.92e-02    2.62e-02    8.4e-08
 920000      2.33e-02    2.36e-02      4.41e-05    4.41e-04      2.24e-02    2.23e-02    8.0e-08
 920200      1.17e-02    1.84e-02      2.28e-04    5.24e-05      1.11e-02    1.77e-02    8.0e-08
 920400      2.10e-02    2.66e-02      5.64e-05    3.46e-05      2.02e-02    2.56e-02    8.0e-08
 920600      2.23e-02    2.25e-02      4.54e-04    1.28e-04      2.11e-02    2.16e-02    8.0e-08
 920800      2.33e-02    3.01e-02      2.72e-04    3.63e-04      2.22e-02    2.88e-02    8.0e-08
 921000      2.31e-02    2.27e-02      2.05e-04    3.66e-05      2.21e-02    2.18e-02    8.0e-08
 921200      2.63e-02    2.72e-02      6.86e-05    3.34e-04      2.53e-02    2.60e-02    8.0e-08
 921400      2.42e-02    1.18e-02      2.20e-04    2.54e-04      2.32e-02    1.11e-02    8.0e-08
 921600      2.06e-02    1.48e-02      3.13e-04    8.07e-05      1.96e-02    1.42e-02    8.0e-08
 921800      1.37e-02    1.99e-02      4.07e-04    1.29e-04      1.26e-02    1.92e-02    8.0e-08
 922000      2.16e-02    2.19e-02      1.75e-04    5.55e-05      2.07e-02    2.11e-02    8.0e-08
 922200      2.21e-02    2.45e-02      2.01e-05    8.81e-05      2.12e-02    2.36e-02    8.0e-08
 922400      1.96e-02    3.10e-02      2.34e-04    5.33e-04      1.87e-02    2.94e-02    8.0e-08
 922600      2.00e-02    2.03e-02      2.57e-04    5.65e-05      1.91e-02    1.95e-02    8.0e-08
 922800      2.37e-02    2.11e-02      2.66e-04    1.34e-05      2.27e-02    2.03e-02    8.0e-08
 923000      2.64e-02    3.46e-02      8.90e-05    3.99e-04      2.54e-02    3.31e-02    8.0e-08
 923200      2.39e-02    1.99e-02      5.35e-04    4.60e-06      2.24e-02    1.92e-02    8.0e-08
 923400      2.31e-02    1.77e-02      6.29e-05    1.59e-05      2.23e-02    1.70e-02    8.0e-08
 923600      1.75e-02    1.99e-02      5.01e-04    2.71e-04      1.61e-02    1.90e-02    8.0e-08
 923800      1.27e-02    1.92e-02      3.19e-04    3.20e-05      1.19e-02    1.85e-02    8.0e-08
 924000      2.92e-02    2.15e-02      6.67e-05    2.93e-05      2.81e-02    2.07e-02    8.0e-08
 924200      2.27e-02    1.62e-02      1.98e-04    1.20e-04      2.17e-02    1.55e-02    8.0e-08
 924400      2.39e-02    2.25e-02      3.18e-04    2.68e-04      2.28e-02    2.15e-02    8.0e-08
 924600      2.33e-02    2.05e-02      2.90e-04    1.94e-04      2.22e-02    1.96e-02    8.0e-08
 924800      1.90e-02    2.47e-02      3.60e-04    2.55e-04      1.80e-02    2.37e-02    8.0e-08
 925000      1.43e-02    1.73e-02      1.49e-04    1.04e-06      1.37e-02    1.67e-02    7.6e-08
 925200      2.31e-02    1.82e-02      6.85e-05    5.10e-04      2.22e-02    1.68e-02    7.6e-08
 925400      1.41e-02    2.34e-02      3.99e-06    2.18e-04      1.36e-02    2.24e-02    7.6e-08
 925600      1.04e-02    1.38e-02      4.89e-04    2.53e-04      8.85e-03    1.31e-02    7.6e-08
 925800      3.04e-02    2.09e-02      3.92e-04    2.69e-04      2.90e-02    2.00e-02    7.6e-08
 926000      2.23e-02    2.26e-02      9.10e-06    1.22e-04      2.16e-02    2.17e-02    7.6e-08
 926200      2.74e-02    2.64e-02      1.66e-04    2.92e-04      2.64e-02    2.53e-02    7.6e-08
 926400      2.05e-02    1.30e-02      3.32e-04    5.95e-04      1.95e-02    1.12e-02    7.6e-08
 926600      2.68e-02    1.86e-02      3.56e-05    7.47e-05      2.58e-02    1.79e-02    7.6e-08
 926800      2.26e-02    2.39e-02      3.34e-04    2.20e-04      2.15e-02    2.30e-02    7.6e-08
 927000      2.59e-02    1.75e-02      4.52e-04    1.21e-04      2.46e-02    1.68e-02    7.6e-08
 927200      2.27e-02    1.82e-02      5.29e-05    1.57e-04      2.19e-02    1.75e-02    7.6e-08
 927400      2.32e-02    2.00e-02      4.09e-05    3.90e-04      2.24e-02    1.89e-02    7.6e-08
 927600      2.50e-02    9.74e-03      2.39e-04    5.68e-04      2.40e-02    7.67e-03    7.6e-08
 927800      2.90e-02    1.84e-02      1.61e-04    3.18e-04      2.79e-02    1.75e-02    7.6e-08
 928000      2.51e-02    2.04e-02      2.97e-04    2.05e-04      2.40e-02    1.96e-02    7.6e-08
 928200      3.33e-02    2.87e-02      2.60e-04    4.03e-04      3.20e-02    2.74e-02    7.6e-08
 928400      1.83e-02    2.23e-02      6.26e-05    3.91e-05      1.76e-02    2.15e-02    7.6e-08
 928600      3.89e-02    2.28e-02      7.43e-04    1.09e-04      3.69e-02    2.20e-02    7.6e-08
 928800      1.71e-02    2.09e-02      2.94e-05    3.46e-04      1.65e-02    1.99e-02    7.6e-08
 929000      2.40e-02    2.53e-02      5.89e-05    5.22e-04      2.31e-02    2.39e-02    7.6e-08
 929200      3.24e-02    2.30e-02      3.75e-04    3.45e-05      3.10e-02    2.22e-02    7.6e-08
